state,county,violent_crime,property_crime,fips_state,fips_county
oklahoma,beaver,3,30,49,1
oklahoma,beckham,5,72,40,9
oklahoma,blaine,8,66,40,11
oklahoma,caddo,21,143,40,15
oklahoma,carter,15,165,47,19
oklahoma,cherokee,102,537,48,73
oklahoma,choctaw,62,115,40,23
oklahoma,coal,3,72,40,29
oklahoma,craig,14,113,51,45
oklahoma,custer,22,73,46,33
oklahoma,delaware,53,327,42,45
oklahoma,dewey,4,32,46,41
oklahoma,ellis,3,22,48,139
oklahoma,garvin,29,283,40,49
oklahoma,grant,4,39,55,43
oklahoma,harmon,3,14,40,57
oklahoma,harper,1,3,40,59
oklahoma,haskell,9,60,48,207
oklahoma,hughes,11,71,46,65
oklahoma,jackson,7,68,55,53
oklahoma,jefferson,9,41,55,55
oklahoma,johnston,6,92,40,69
oklahoma,kay,24,71,40,71
oklahoma,kingfisher,8,74,40,73
oklahoma,kiowa,6,33,40,75
oklahoma,latimer,14,118,40,77
oklahoma,love,14,100,40,85
oklahoma,major,4,46,40,93
oklahoma,marshall,25,207,54,51
oklahoma,mayes,42,339,40,97
oklahoma,mccurtain,12,203,40,89
oklahoma,mcintosh,24,201,40,91
oklahoma,murray,3,17,40,99
oklahoma,muskogee,84,354,40,101
oklahoma,noble,8,87,40,103
oklahoma,nowata,7,44,40,105
oklahoma,okfuskee,9,76,40,107
oklahoma,ottawa,23,176,40,115
oklahoma,payne,34,296,40,119
oklahoma,pittsburg,58,417,40,121
oklahoma,pontotoc,27,155,40,123
oklahoma,pottawatomie,44,552,40,125
oklahoma,pushmataha,4,42,40,127
oklahoma,roger mills,4,32,40,129
oklahoma,seminole,26,267,40,133
oklahoma,stephens,16,177,48,429
oklahoma,texas,2,36,40,139
oklahoma,tillman,1,38,40,141
oklahoma,washita,25,75,40,149
oklahoma,woods,0,29,40,151
oklahoma,woodward,11,69,40,153
oregon,benton,21,155,53,5
oregon,clackamas,401,5200,41,5
oregon,columbia6,30,68,55,21
oregon,deschutes,71,721,41,17
oregon,jackson,176,1587,55,53
oregon,josephine6,28,390,41,33
oregon,lane,331,1378,41,39
oregon,linn6,72,926,41,43
oregon,multnomah,124,1527,41,51
oregon,polk,71,270,55,95
oregon,washington,338,2210,55,131
oregon,yamhill,53,477,41,71
oregon,baker,6,67,41,1
oregon,crook,43,189,56,11
oregon,douglas,164,994,55,31
oregon,harney6,6,20,41,25
oregon,hood river,10,116,41,27
oregon,jefferson,13,175,55,55
oregon,lincoln,79,362,56,23
oregon,morrow,28,159,41,49
oregon,tillamook,16,204,41,57
oregon,umatilla,61,401,41,59
oregon,union,6,211,47,173
oregon,wasco,25,90,41,65
pennsylvania,adams,0,0,55,1
pennsylvania,allegheny,2,1,42,3
pennsylvania,allegheny,176,180,42,3
pennsylvania,beaver,3,1,49,1
pennsylvania,berks,0,0,42,11
pennsylvania,blair,1,1,42,13
pennsylvania,bucks,0,1,42,17
pennsylvania,butler,0,0,42,19
pennsylvania,centre,0,0,42,27
pennsylvania,cumberland,0,0,51,49
pennsylvania,erie,0,1,42,49
pennsylvania,lancaster,0,0,51,103
pennsylvania,lycoming,0,0,42,81
pennsylvania,mercer,1,0,54,55
pennsylvania,monroe,0,0,55,81
pennsylvania,montgomery,0,0,51,121
pennsylvania,northampton,0,0,51,131
pennsylvania,pike,0,0,42,103
pennsylvania,washington,1,3,55,131
pennsylvania,westmoreland,0,0,51,193
pennsylvania,wyoming,0,0,54,109
pennsylvania,york,3,0,51,199
pennsylvania,bedford,0,0,51,19
pennsylvania,bradford,0,1,42,15
pennsylvania,clarion,0,0,42,31
pennsylvania,elk,0,1,42,47
pennsylvania,greene,0,0,51,79
pennsylvania,indiana,2,0,42,63
pennsylvania,jefferson,1,0,55,55
pennsylvania,lawrence,0,0,47,99
pennsylvania,northumberland,0,0,51,133
pennsylvania,schuylkill,0,0,42,107
pennsylvania,snyder,2,0,42,109
pennsylvania,tioga,0,0,42,117
pennsylvania,union,0,0,47,173
pennsylvania,warren,0,0,51,187
pennsylvania,wayne,0,0,54,99
south carolina,anderson,738,5257,48,1
south carolina,calhoun,35,257,54,13
south carolina,chester,112,523,47,23
south carolina,darlington,425,1937,45,31
south carolina,fairfield,180,471,45,39
south carolina,florence,470,2423,55,37
south carolina,greenville,1679,8604,45,45
south carolina,horry,2,3,45,51
south carolina,horry,916,7332,45,51
south carolina,kershaw,104,792,45,55
south carolina,lancaster,219,1709,51,103
south carolina,laurens,301,1176,45,59
south carolina,pickens,297,1721,45,77
south carolina,richland,1977,10546,55,103
south carolina,saluda,38,185,45,81
south carolina,spartanburg,1031,5756,45,83
south carolina,sumter,403,1973,45,85
south carolina,union,71,615,47,173
south carolina,york,356,2322,51,199
south carolina,abbeville,25,221,45,1
south carolina,bamberg,10,155,45,9
south carolina,barnwell,87,291,45,11
south carolina,cherokee,101,1243,48,73
south carolina,chesterfield,146,858,51,41
south carolina,clarendon,105,744,45,27
south carolina,dillon,175,675,45,33
south carolina,georgetown,178,1216,45,43
south carolina,greenwood,211,1166,45,47
south carolina,hampton,47,265,45,49
south carolina,lee,60,299,51,105
south carolina,marion,91,608,54,49
south carolina,marlboro,92,437,45,69
south carolina,mccormick,23,105,45,65
south carolina,newberry,47,224,45,71
south carolina,oconee,153,1670,45,73
south carolina,orangeburg,335,2535,45,75
south carolina,williamsburg,126,618,45,89
south dakota,custer,14,61,46,33
south dakota,lincoln,24,256,56,23
south dakota,mccook,3,34,46,87
south dakota,meade,41,102,46,93
south dakota,minnehaha,60,292,46,99
south dakota,pennington,119,389,46,103
south dakota,turner,10,47,46,125
south dakota,union,4,56,47,173
south dakota,bennett,4,4,46,7
south dakota,bon homme,2,1,46,9
south dakota,brookings,12,47,46,11
south dakota,brown,4,29,55,9
south dakota,butte,7,60,46,19
south dakota,charles mix,8,63,46,23
south dakota,clay,3,51,54,15
south dakota,codington,6,29,46,29
south dakota,corson,2,9,46,31
south dakota,davison,3,25,46,35
south dakota,deuel,5,4,46,39
south dakota,edmunds,1,0,46,45
south dakota,hamlin,6,11,46,57
south dakota,hughes,1,7,46,65
south dakota,lake,12,37,47,95
south dakota,lawrence,3,124,47,99
south dakota,marshall,9,29,54,51
south dakota,mcpherson,1,31,46,89
south dakota,moody,2,9,46,101
south dakota,perkins,5,16,46,105
south dakota,roberts,3,6,48,393
south dakota,sanborn,1,12,46,111
south dakota,spink,5,47,46,115
south dakota,tripp,1,5,46,123
south dakota,walworth,0,3,55,127
south dakota,yankton,11,41,46,135
tennessee,anderson,109,607,48,1
tennessee,blount,402,1167,47,9
tennessee,bradley,217,954,47,11
tennessee,campbell,61,584,56,5
tennessee,cannon,29,77,47,15
tennessee,carter,73,612,47,19
tennessee,cheatham,110,556,47,21
tennessee,chester,23,56,47,23
tennessee,crockett,36,100,48,105
tennessee,dickson,111,455,47,43
tennessee,grainger,42,209,47,57
tennessee,hamblen,111,485,47,63
tennessee,hamilton,282,1606,48,193
tennessee,hawkins,74,594,47,73
tennessee,hickman,112,416,47,81
tennessee,jefferson,100,602,55,55
tennessee,knox,722,4010,48,275
tennessee,loudon,76,396,47,105
tennessee,macon,51,162,47,111
tennessee,madison,125,426,51,113
tennessee,marion,66,256,54,49
tennessee,maury,171,458,47,119
tennessee,montgomery,81,801,51,121
tennessee,morgan,54,307,54,65
tennessee,polk,32,373,55,95
tennessee,roane,78,372,54,87
tennessee,robertson,55,271,48,395
tennessee,rutherford,263,771,47,149
tennessee,sequatchie,24,126,47,153
tennessee,shelby,579,2675,48,419
tennessee,smith,26,196,48,423
tennessee,sullivan,315,1185,47,163
tennessee,sumner,127,470,47,165
tennessee,tipton,140,580,47,167
tennessee,unicoi,50,218,47,171
tennessee,union,46,236,47,173
tennessee,washington,184,907,55,131
tennessee,williamson,75,367,48,491
tennessee,wilson,94,791,48,493
tennessee,bedford,81,230,51,19
tennessee,benton,24,162,53,5
tennessee,bledsoe,1,50,47,7
tennessee,carroll,47,161,51,35
tennessee,claiborne,71,391,47,25
tennessee,clay,19,50,54,15
tennessee,cocke,146,565,47,29
tennessee,coffee,77,371,47,31
tennessee,cumberland,26,719,51,49
tennessee,decatur,15,120,47,39
tennessee,dyer,41,290,47,45
tennessee,fentress,24,164,47,49
tennessee,franklin,97,245,53,21
tennessee,gibson,75,224,47,53
tennessee,giles,54,241,51,71
tennessee,greene,174,980,51,79
tennessee,grundy,95,176,47,61
tennessee,hancock,5,61,54,29
tennessee,hardeman,72,177,48,197
tennessee,hardin,57,369,48,199
tennessee,haywood,24,125,47,75
tennessee,henderson,76,297,48,213
tennessee,henry,53,405,51,89
tennessee,houston,12,42,48,225
tennessee,humphreys,35,205,47,85
tennessee,jackson,23,98,55,53
tennessee,johnson,40,210,56,19
tennessee,lake,4,23,47,95
tennessee,lauderdale,61,264,47,97
tennessee,lewis,30,151,54,41
tennessee,lincoln,139,348,56,23
tennessee,marshall,26,99,54,51
tennessee,mcminn,95,650,47,107
tennessee,mcnairy,100,338,47,109
tennessee,meigs,49,295,47,121
tennessee,monroe,174,986,55,81
tennessee,moore,13,80,48,341
tennessee,obion,19,149,47,131
tennessee,overton,8,155,47,133
tennessee,perry,10,74,47,135
tennessee,pickett,9,64,47,137
tennessee,putnam,98,664,54,79
tennessee,rhea,63,306,47,143
tennessee,scott,32,151,51,169
tennessee,sevier,194,1017,49,41
tennessee,stewart,28,120,47,161
tennessee,van buren,7,69,47,175
tennessee,warren,65,327,51,187
tennessee,wayne,22,92,54,99
tennessee,weakley,30,146,47,183
tennessee,white,60,312,47,185
texas,aransas,68,306,48,7
texas,armstrong,5,24,48,11
texas,atascosa,77,441,48,13
texas,austin,13,138,48,15
texas,bandera,31,279,48,19
texas,bastrop,178,726,48,21
texas,bell,70,777,48,27
texas,bexar,620,5985,48,29
texas,bowie,121,438,48,37
texas,brazoria,167,1096,48,39
texas,brazos,38,308,48,41
texas,burleson,22,141,48,51
texas,caldwell,26,183,48,55
texas,callahan,9,42,48,59
texas,cameron,181,946,48,61
texas,carson,9,25,48,65
texas,chambers,93,567,48,71
texas,clay,16,137,54,15
texas,collin,89,375,48,85
texas,comal,178,668,48,91
texas,coryell,21,104,48,99
texas,crosby,1,0,48,107
texas,dallas,43,288,48,113
texas,denton,72,551,48,121
texas,ector,91,1505,48,135
texas,ellis,182,485,48,139
texas,el paso,281,723,48,141
texas,fort bend,819,4018,48,157
texas,galveston,133,901,48,167
texas,goliad,16,92,48,175
texas,grayson,76,504,51,77
texas,gregg,88,470,48,183
texas,guadalupe,67,502,48,187
texas,hardin,52,305,48,199
texas,harris,8994,42894,48,201
texas,hays,145,770,48,209
texas,hidalgo,616,3820,48,215
texas,hood6,104,393,48,221
texas,hudspeth,1,2,48,229
texas,hunt,148,592,48,231
texas,irion,1,24,48,235
texas,jefferson,39,419,55,55
texas,johnson,189,771,56,19
texas,jones,5,68,48,253
texas,kaufman,116,668,48,257
texas,lampasas,13,94,48,281
texas,lubbock,32,522,48,303
texas,medina,52,364,48,325
texas,midland,54,552,48,329
texas,newton,10,79,48,351
texas,nueces,49,168,48,355
texas,oldham,2,23,48,359
texas,orange,90,460,51,137
texas,potter,39,196,48,375
texas,randall,71,277,48,381
texas,robertson6,13,85,48,395
texas,rockwall,22,83,48,397
texas,rusk,98,476,55,107
texas,san patricio,45,305,48,409
texas,smith,252,1829,48,423
texas,somervell,7,74,48,425
texas,tarrant,98,897,48,439
texas,taylor,34,138,55,119
texas,tom green,19,354,48,451
texas,travis,692,3316,48,453
texas,upshur,101,320,54,97
texas,victoria,106,598,48,469
texas,waller,33,295,48,473
texas,webb,39,195,48,479
texas,wichita,12,135,48,485
texas,williamson,184,1492,48,491
texas,wilson,26,233,48,493
texas,wise,93,353,51,195
texas,anderson,48,399,48,1
texas,andrews,13,92,48,3
texas,angelina,93,619,48,5
texas,bailey,2,40,48,17
texas,baylor,0,10,48,23
texas,bee,42,232,48,25
texas,blanco,12,68,48,31
texas,borden,2,18,48,33
texas,bosque,4,77,48,35
texas,brewster,11,14,48,43
texas,briscoe,1,8,48,45
texas,brooks,1,0,48,47
texas,brown,20,149,55,9
texas,burnet,46,213,48,53
texas,calhoun6,22,105,54,13
texas,camp,4,112,48,63
texas,cass,20,265,48,67
texas,castro,3,42,48,69
texas,cherokee,89,469,48,73
texas,childress,3,12,48,75
texas,cochran,5,3,48,79
texas,colorado,36,130,48,89
texas,comanche,2,66,48,93
texas,cooke,48,151,48,97
texas,cottle,0,0,48,101
texas,crane,0,21,48,103
texas,crockett,5,33,48,105
texas,culberson,0,0,48,109
texas,dallam,0,4,48,111
texas,dawson,2,41,48,115
texas,deaf smith,6,55,48,117
texas,delta6,2,24,48,119
texas,dewitt,19,88,48,123
texas,dickens,1,2,48,125
texas,dimmit,17,125,48,127
texas,donley,2,42,48,129
texas,edwards,0,26,48,137
texas,erath,51,118,48,143
texas,fannin,53,164,48,147
texas,fayette,9,122,54,19
texas,floyd,11,38,51,63
texas,foard,0,0,48,155
texas,franklin,25,86,53,21
texas,freestone,10,110,48,161
texas,frio,11,146,48,163
texas,gaines,6,84,48,165
texas,garza,13,61,48,169
texas,gillespie,5,68,48,171
texas,glasscock,4,27,48,173
texas,gonzales,17,117,48,177
texas,gray,11,94,48,179
texas,grimes,27,149,48,185
texas,hale,17,87,48,189
texas,hall,5,6,48,191
texas,hansford,0,11,48,195
texas,harrison,61,620,54,33
texas,hartley,1,12,48,205
texas,haskell,4,19,48,207
texas,hemphill,0,13,48,211
texas,henderson,201,831,48,213
texas,hill,31,247,48,217
texas,hockley,11,54,48,219
texas,hopkins,36,82,48,223
texas,houston,5,131,48,225
texas,howard,31,147,48,227
texas,hutchinson,16,85,48,233
texas,jack,6,47,48,237
texas,jackson,7,50,55,53
texas,jasper,100,312,48,241
texas,jeff davis,4,9,48,243
texas,jim hogg,7,15,48,247
texas,jim wells,112,268,48,249
texas,karnes,13,99,48,255
texas,kenedy,3,3,48,261
texas,kent,0,4,48,263
texas,kerr,34,251,48,265
texas,kimble,3,15,48,267
texas,kinney,5,6,48,271
texas,kleberg,48,65,48,273
texas,knox,1,14,48,275
texas,lamar,29,221,48,277
texas,lamb,6,70,48,279
texas,la salle,11,54,48,283
texas,lavaca,13,67,48,285
texas,lee,25,93,51,105
texas,leon,19,155,48,289
texas,limestone,28,157,48,293
texas,lipscomb,6,14,48,295
texas,live oak,9,134,48,297
texas,llano,9,133,48,299
texas,loving,0,1,48,301
texas,madison,4,64,51,113
texas,marion,59,171,54,49
texas,mason,6,15,54,53
texas,matagorda,71,306,48,321
texas,maverick,48,423,48,323
texas,mcculloch,1,8,48,307
texas,mcmullen,0,24,48,311
texas,menard,1,5,48,327
texas,milam,12,94,48,331
texas,mills,2,22,48,333
texas,mitchell,1,33,48,335
texas,montague,49,126,48,337
texas,moore,9,39,48,341
texas,morris,10,64,48,343
texas,nacogdoches,63,248,48,347
texas,navarro6,55,326,48,349
texas,nolan,6,50,48,353
texas,ochiltree,0,25,48,357
texas,palo pinto,7,108,48,363
texas,panola,43,284,48,365
texas,parmer,1,28,48,369
texas,pecos,6,72,48,371
texas,polk,82,579,55,95
texas,presidio,1,11,48,377
texas,rains,19,94,48,379
texas,reagan,6,58,48,383
texas,real,2,50,48,385
texas,red river,10,69,48,387
texas,reeves,3,100,48,389
texas,refugio,5,20,48,391
texas,roberts,1,6,48,393
texas,runnels,5,19,48,399
texas,sabine,36,123,48,403
texas,san augustine,27,61,48,405
texas,san jacinto,56,466,48,407
texas,schleicher,2,31,48,413
texas,scurry,4,51,48,415
texas,shelby,42,219,48,419
texas,sherman,0,6,48,421
texas,starr,94,292,48,427
texas,stephens,4,22,48,429
texas,sterling,0,0,48,431
texas,stonewall,0,8,48,433
texas,sutton,1,13,48,435
texas,swisher,1,10,48,437
texas,terry,0,45,48,445
texas,throckmorton,2,6,48,447
texas,titus,61,183,48,449
texas,trinity,23,184,48,455
texas,tyler,90,317,54,95
texas,upton,8,20,48,461
texas,uvalde,6,78,48,463
texas,val verde,33,103,48,465
texas,van zandt,0,251,48,467
texas,walker,73,208,48,471
texas,ward,61,113,48,475
texas,washington,26,155,55,131
texas,wharton,78,286,48,481
texas,wheeler,5,30,48,483
texas,wilbarger,3,13,48,487
texas,willacy,53,171,48,489
texas,winkler,2,40,48,495
texas,wood,41,260,55,141
texas,yoakum,5,28,48,501
texas,young,3,22,48,503
texas,zapata,25,258,48,505
texas,zavala,15,64,48,507
utah,box elder,13,191,49,3
utah,cache,28,217,49,5
utah,davis,36,209,49,11
utah,juab,6,63,49,23
utah,salt lake  unified,887,11776,49,35
utah,tooele6,29,265,49,45
utah,utah,56,429,49,49
utah,washington,26,110,55,131
utah,weber,51,1020,49,57
utah,beaver,5,103,49,1
utah,carbon,13,102,56,7
utah,daggett6,0,7,49,9
utah,duchesne,34,305,49,13
utah,iron,26,110,55,51
utah,kane,8,8,49,25
utah,millard,25,191,49,27
utah,rich,3,29,49,33
utah,san juan,5,73,72,127
utah,sanpete,2,108,49,39
utah,sevier,7,137,49,41
utah,summit,34,498,49,43
utah,uintah,40,214,49,47
utah,wasatch,16,79,49,51
vermont,franklin,26,55,53,21
vermont,grand isle,1,38,50,13
vermont,bennington,1,7,50,3
vermont,essex,0,19,51,57
vermont,lamoille,13,51,50,15
vermont,orange,3,10,51,137
vermont,orleans,0,22,50,19
vermont,rutland,3,20,50,21
vermont,washington,0,1,55,131
vermont,windham,1,41,50,25
vermont,windsor,0,7,50,27
virginia,albemarle,100,1261,51,3
virginia,amelia,22,159,51,7
virginia,amherst,40,334,51,9
virginia,appomattox,3,79,51,11
virginia,arlington,359,2913,51,13
virginia,augusta,79,876,51,15
virginia,bedford,64,560,51,19
virginia,botetourt,34,210,51,23
virginia,buckingham,16,128,51,29
virginia,campbell,76,744,56,5
virginia,caroline,39,259,51,33
virginia,charles city,17,54,51,36
virginia,chesterfield,437,6208,51,41
virginia,clarke,4,75,51,43
virginia,craig,0,4,51,45
virginia,culpeper,26,171,51,47
virginia,dinwiddie,59,270,51,53
virginia,fairfax,1048,13925,51,59
virginia,fauquier,43,369,51,61
virginia,floyd,29,103,51,63
virginia,fluvanna,38,135,51,65
virginia,franklin,61,560,53,21
virginia,frederick,90,1143,51,69
virginia,giles,24,81,51,71
virginia,gloucester,29,418,51,73
virginia,greene,15,221,51,79
virginia,hanover,101,1007,51,85
virginia,henrico,556,7677,51,87
virginia,isle of wight,28,259,51,93
virginia,james city,100,1068,51,95
virginia,king william,8,89,51,101
virginia,loudoun,319,2754,51,107
virginia,mathews,2,56,51,115
virginia,montgomery,43,254,51,121
virginia,nelson,25,156,51,125
virginia,new kent,25,205,51,127
virginia,powhatan,13,225,51,145
virginia,prince george,60,398,51,149
virginia,prince william,950,5343,51,153
virginia,pulaski,50,586,51,155
virginia,rappahannock,2,18,51,157
virginia,roanoke,153,1253,51,161
virginia,rockingham,40,367,51,165
virginia,scott,15,195,51,169
virginia,spotsylvania,226,1860,51,177
virginia,stafford,286,1829,51,179
virginia,sussex,16,89,51,183
virginia,warren,30,225,51,187
virginia,washington,57,647,55,131
virginia,york,106,1093,51,199
virginia,accomack,37,312,51,1
virginia,alleghany,9,59,51,5
virginia,bath,3,17,51,17
virginia,bland,3,25,51,21
virginia,brunswick,18,82,51,25
virginia,buchanan,54,300,51,27
virginia,carroll,20,317,51,35
virginia,charlotte,16,105,51,37
virginia,cumberland,12,54,51,49
virginia,dickenson,17,78,51,51
virginia,essex,5,71,51,57
virginia,grayson,13,172,51,77
virginia,greensville,12,84,51,81
virginia,halifax,34,274,51,83
virginia,henry,128,1316,51,89
virginia,highland,1,27,51,91
virginia,king and queen,11,38,51,97
virginia,king george,32,292,51,99
virginia,lancaster,29,87,51,103
virginia,lee,24,256,51,105
virginia,louisa,55,434,51,109
virginia,lunenburg,13,53,51,111
virginia,madison,10,89,51,113
virginia,mecklenburg,53,280,51,117
virginia,middlesex,14,150,51,119
virginia,northampton,7,53,51,131
virginia,northumberland,7,88,51,133
virginia,nottoway,11,80,51,135
virginia,orange,11,144,51,137
virginia,page,24,193,51,139
virginia,patrick,35,248,51,141
virginia,pittsylvania,61,406,51,143
virginia,prince edward,26,87,51,147
virginia,richmond,6,31,51,159
virginia,rockbridge,28,228,51,163
virginia,russell,35,171,51,167
virginia,shenandoah,32,240,51,171
virginia,smyth,18,306,51,173
virginia,southampton,18,179,51,175
virginia,surry,4,33,51,181
virginia,tazewell,41,337,51,185
virginia,westmoreland,9,128,51,193
virginia,wise,42,281,51,195
virginia,wythe,22,141,51,197
washington,asotin,16,147,53,3
washington,benton,60,468,53,5
washington,chelan,32,521,53,7
washington,clark,331,2021,55,19
washington,columbia,18,60,55,21
washington,cowlitz,92,407,53,15
washington,douglas,18,334,55,31
washington,franklin,21,135,53,21
washington,kitsap,380,3163,53,35
washington,pend oreille,16,271,53,51
washington,pierce,1255,8567,55,93
washington,skagit,119,1083,53,57
washington,skamania,6,40,53,59
washington,snohomish,562,6021,53,61
washington,spokane,148,3348,53,63
washington,stevens,22,418,53,65
washington,thurston,264,2178,53,67
washington,walla walla,47,263,53,71
washington,whatcom,150,1189,53,73
washington,yakima,148,1719,53,77
washington,adams,15,150,55,1
washington,clallam,60,581,53,9
washington,ferry,2,18,53,19
washington,garfield,3,36,53,23
washington,grant,99,999,55,43
washington,grays harbor,43,451,53,27
washington,jefferson,28,170,55,55
washington,kittitas,5,213,53,37
washington,klickitat,4,64,53,39
washington,lewis,56,631,54,41
washington,lincoln,1,113,56,23
washington,mason,74,1084,54,53
washington,okanogan,33,166,53,47
washington,pacific,26,168,53,49
washington,san juan,9,168,72,127
washington,wahkiakum,4,54,53,69
washington,whitman,15,53,53,75
west virginia,berkeley,80,668,54,3
west virginia,brooke,3,74,54,9
west virginia,fayette,72,249,54,19
west virginia,hancock,9,47,54,29
west virginia,jefferson,41,300,55,55
west virginia,kanawha,338,1551,54,39
west virginia,marshall,33,93,54,51
west virginia,monongalia,145,357,54,61
west virginia,preston,54,62,54,77
west virginia,putnam,161,375,54,79
west virginia,raleigh,104,535,54,81
west virginia,wirt,4,21,54,105
west virginia,barbour,25,19,54,1
west virginia,calhoun,1,49,54,13
west virginia,doddridge,1,25,54,17
west virginia,greenbrier,2,60,54,25
west virginia,hardy,13,7,54,31
west virginia,harrison,37,198,54,33
west virginia,jackson,88,42,55,53
west virginia,lewis,4,61,54,41
west virginia,logan,133,52,54,45
west virginia,marion,103,108,54,49
west virginia,mason,18,161,54,53
west virginia,mcdowell,4,16,54,47
west virginia,mercer,88,358,54,55
west virginia,mingo,2,2,54,59
west virginia,monroe,2,60,55,81
west virginia,morgan,47,56,54,65
west virginia,nicholas,154,148,54,67
west virginia,randolph,75,129,54,83
west virginia,roane,17,67,54,87
west virginia,summers,18,38,54,89
west virginia,tyler,7,15,54,95
west virginia,upshur,4,74,54,97
west virginia,wetzel,6,24,54,103
west virginia,wyoming,50,80,54,109
wisconsin,brown,76,857,55,9
wisconsin,calumet,18,104,55,15
wisconsin,chippewa,30,272,55,17
wisconsin,columbia,30,217,55,21
wisconsin,dane,65,715,55,25
wisconsin,douglas,11,182,55,31
wisconsin,fond du lac,24,143,55,39
wisconsin,green,3,60,55,45
wisconsin,iowa,22,36,55,49
wisconsin,kenosha,89,346,55,59
wisconsin,kewaunee,22,41,55,61
wisconsin,la crosse,22,155,55,63
wisconsin,marathon,22,271,55,73
wisconsin,milwaukee,63,138,55,79
wisconsin,outagamie,20,244,55,87
wisconsin,ozaukee,9,110,55,89
wisconsin,pierce,11,120,55,93
wisconsin,racine,66,267,55,101
wisconsin,rock,49,348,55,105
wisconsin,sheboygan,36,345,55,117
wisconsin,st. croix,36,294,55,109
wisconsin,washington,10,310,55,131
wisconsin,waukesha,70,382,55,133
wisconsin,winnebago,16,216,55,139
wisconsin,adams,20,236,55,1
wisconsin,ashland,21,26,55,3
wisconsin,barron,4,137,55,5
wisconsin,bayfield,15,125,55,7
wisconsin,buffalo,11,25,55,11
wisconsin,burnett,27,313,55,13
wisconsin,clark,12,83,55,19
wisconsin,crawford,15,107,55,23
wisconsin,dodge,41,162,55,27
wisconsin,door,8,106,55,29
wisconsin,dunn,18,84,55,33
wisconsin,florence,1,71,55,37
wisconsin,forest,22,100,55,41
wisconsin,grant,41,145,55,43
wisconsin,green lake,5,56,55,47
wisconsin,iron,3,72,55,51
wisconsin,jackson,9,190,55,53
wisconsin,jefferson,42,179,55,55
wisconsin,juneau,37,219,55,57
wisconsin,lafayette,14,81,55,65
wisconsin,langlade,6,183,55,67
wisconsin,lincoln,33,90,56,23
wisconsin,manitowoc,35,159,55,71
wisconsin,marinette,13,224,55,75
wisconsin,marquette,11,84,55,77
wisconsin,menominee,0,31,55,78
wisconsin,monroe,6,120,55,81
wisconsin,oneida,41,163,55,85
wisconsin,pepin,6,30,55,91
wisconsin,polk,28,245,55,95
wisconsin,portage,39,183,55,97
wisconsin,price,6,89,55,99
wisconsin,richland,1,15,55,103
wisconsin,rusk,19,38,55,107
wisconsin,sauk,33,365,55,111
wisconsin,sawyer,14,195,55,113
wisconsin,shawano,36,313,55,115
wisconsin,taylor,15,87,55,119
wisconsin,trempealeau,15,133,55,121
wisconsin,vernon,5,70,55,123
wisconsin,vilas,0,154,55,125
wisconsin,walworth,18,174,55,127
wisconsin,washburn,40,125,55,129
wisconsin,waupaca,49,444,55,135
wisconsin,waushara,22,203,55,137
wisconsin,wood,12,160,55,141
wyoming,laramie,78,490,56,21
wyoming,natrona,48,231,56,25
wyoming,albany,10,41,56,1
wyoming,big horn,7,25,56,3
wyoming,campbell,105,134,56,5
wyoming,carbon,8,12,56,7
wyoming,crook,3,20,56,11
wyoming,fremont,16,191,56,13
wyoming,goshen,31,46,56,15
wyoming,hot springs,2,27,56,17
wyoming,johnson,12,24,56,19
wyoming,lincoln,13,57,56,23
wyoming,park,26,64,56,29
wyoming,platte,2,20,56,31
wyoming,sheridan,6,58,56,33
wyoming,sublette,10,81,56,35
wyoming,sweetwater,23,99,56,37
wyoming,uinta,2,78,56,41
wyoming,washakie,4,11,56,43
wyoming,weston,2,2,56,45
